Label	ID	Track	Strand	Start	Stop	Length	DB XREF	Experiment	Function	Gene	Protein ID	EC_Number	Product	TransL_Table	Locus Tag
mtn	23331:31:00	NC_000962.gbk: CDS (640113442)	+	99684	100451	768	886953	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	RESPONSIBLE FOR CLEAVAGE OF THE GLYCOSIDIC BOND IN BOTH 5'-METHYLTHIOADENOSINE (MTA) AND S-ADENOSYLHOMOCYSTEINE (SAH) [CATALYTIC ACTIVITY 1: Methylthioadenosine + H2O = adenine + 5-methylthio-D-ribose] [CATALYTIC ACTIVITY 2: S-adenosyl-L-homocysteine + H2	mtn	NP_214605.1	3.2.2.9	bifunctional 5'-methylthioadenosine nucleosidase/S-adenosylhomocysteine nucleosidase	11	Rv0091
ctpA	23331:32:00	NC_000962.gbk: CDS (640113442)	+	100583	102868	2286	886946	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	CATION-TRANSPORTING ATPASE; POSSIBLY CATALYZES THE TRANSPORT OF A CATION (POSSIBLY COPPER) WITH THE HYDROLYSE OF ATP [CATALYTIC ACTIVITY: ATP + H(2)O + CATION(IN) = ADP + PHOSPHATE + CATION(OUT)].	ctpA	NP_214606.1	3.6.3.-	cation transporter P-type ATPase A	11	Rv0092
NC_000962.gbk: CDS	23331:33:00	NC_000962.gbk: CDS (640113442)	-	102815	103663	849	886945		UNKNOWN		NP_214607.1		hypothetical protein	11	Rv0093c
NC_000962.gbk: CDS	23331:34:00	NC_000962.gbk: CDS (640113442)	-	103710	104663	954	886943		UNKNOWN		NP_214608.1		hypothetical protein	11	Rv0094c
NC_000962.gbk: CDS	23331:35:00	NC_000962.gbk: CDS (640113442)	-	104805	105215	411	886940		UNKNOWN		NP_214609.1		hypothetical protein	11	Rv0095c
PPE1	23331:36:00	NC_000962.gbk: CDS (640113442)	+	105324	106715	1392	886938		UNKNOWN	PPE1	YP_177690.1		PPE family protein	11	Rv0096
NC_000962.gbk: CDS	23331:37:00	NC_000962.gbk: CDS (640113442)	+	106734	107603	870	886942	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_214611.1		oxidoreductase	11	Rv0097
NC_000962.gbk: CDS	23331:38:00	NC_000962.gbk: CDS (640113442)	+	107600	108151	552	886935		UNKNOWN		NP_214612.1		hypothetical protein	11	Rv0098
fadD10	23331:39:00	NC_000962.gbk: CDS (640113442)	+	108156	109778	1623	886933	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT INVOLVEMENT IN LIPID DEGRADATION.	fadD10	NP_214613.1	2.3.1.86	acyl-CoA synthetase	11	Rv0099
NC_000962.gbk: CDS	23331:40:00	NC_000962.gbk: CDS (640113442)	+	109783	110019	237	886931		UNKNOWN		NP_214614.1		hypothetical protein	11	Rv0100
nrp	23331:41:00	NC_000962.gbk: CDS (640113442)	+	110001	117539	7539	886951	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN LIPID METABOLISM.	nrp	NP_214615.1	6.-.-.-	peptide synthetase	11	Rv0101
NC_000962.gbk: CDS	23331:42:00	NC_000962.gbk: CDS (640113442)	+	117714	119699	1986	886926		UNKNOWN		NP_214616.1		hypothetical protein	11	Rv0102
ctpB	23331:43:00	NC_000962.gbk: CDS (640113442)	-	119915	122173	2259	886928	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	CATION-TRANSPORTING ATPASE; POSSIBLY CATALYZES THE TRANSPORT OF A CATION (POSSIBLY COOPPER) WITH THE HYDROLYSE OF ATP [CATALYTIC ACTIVITY: ATP + H(2)O + CATION(IN) = ADP + ORTHOPHOSPHATE + CATION(OUT)].	ctpB	NP_214617.1	3.6.3.-	cation-transporter P-type ATPase B	11	Rv0103c
NC_000962.gbk: CDS	23331:44:00	NC_000962.gbk: CDS (640113442)	+	122317	123831	1515	886923		UNKNOWN		NP_214618.1		hypothetical protein	11	Rv0104
rpmB	23331:45:00	NC_000962.gbk: CDS (640113442)	-	123980	124264	285	886920		POSSIBLY INVOLVED IN A TRANSLATION MECHANISM.	rpmB	YP_177691.1		50S ribosomal protein L28	11	Rv0105c
NC_000962.gbk: CDS	23331:46:00	NC_000962.gbk: CDS (640113442)	+	124374	125570	1197	886919	COORDINATES: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214620.1		hypothetical protein	11	Rv0106
ctpI	23331:47:00	NC_000962.gbk: CDS (640113442)	-	125643	130541	4899	886915	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	CATION-TRANSPORTING ATPASE; POSSIBLY CATALYZES THE TRANSPORT OF A CATION (POSSIBLY MAGNESIUM) WITH THE HYDROLYSE OF ATP [CATALYTIC ACTIVITY: ATP + H(2)O + CATION(IN) = ADP + PHOSPHATE + CATION(OUT)].	ctpI	NP_214621.1	3.6.3.-	cation-transporter ATPase I	11	Rv0107c
NC_000962.gbk: CDS	23331:48:00	NC_000962.gbk: CDS (640113442)	-	130895	131104	210	886918	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214622.1		hypothetical protein	11	Rv0108c
PE_PGRS1	23331:49:00	NC_000962.gbk: CDS (640113442)	+	131382	132872	1491	886912		UNKNOWN	PE_PGRS1	YP_177692.1		PE-PGRS family protein	11	Rv0109
NC_000962.gbk: CDS	23331:50:00	NC_000962.gbk: CDS (640113442)	+	133020	133769	750	886917		UNKNOWN		NP_214624.1		hypothetical protein	11	Rv0110
NC_000962.gbk: CDS	23331:51:00	NC_000962.gbk: CDS (640113442)	+	133950	136007	2058	886909		UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_214625.1	2.3.1.-	transmembrane acyltransferase	11	Rv0111
gca	23331:52:00	NC_000962.gbk: CDS (640113442)	+	136289	137245	957	886907	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	POSSIBLY INVOLVED IN SYNTHESIS OF A-BAND COMMON ANTIGEN LIPOPOLYSACCHARIDE. FIRST OF THE THREE STEPS IN THE BIOSYNTHESIS OF GDP-FUCOSE FROM GDP-MANNOSE [CATALYTIC ACTIVITY: GDP-mannose = GDP-4-dehydro-6-deoxy-D-mannose + H2O].	gca	NP_214626.1	4.2.1.47	GDP-mannose 4,6-dehydratase	11	Rv0112
gmhA	23331:53:00	NC_000962.gbk: CDS (640113442)	+	137319	137909	591	886905		INVOLVED IN BIOSYNTHESIS OF NUCLEOTIDE-ACTIVATED GLYCERO-MANNO-HEPTOSE: SYNTHESIS OF GLYCEROMANNOHEPTOSE 7-PHOSPHATE (INNER CORE LIPOPOLYSACCHARIDE BIOSYNTHESIS) [CATALYTIC ACTIVITY: D-SEDOHEPTULOSE 7-PHOSPHATE = D-GLYCERO-ALPHA,BETA-D-MANNO-HEPTOSE 7-PHO	gmhA	NP_214627.1	5.-.-.-	phosphoheptose isomerase	11	Rv0113
gmhB	23331:54:00	NC_000962.gbk: CDS (640113442)	+	137941	138513	573	886903		INVOLVED IN BIOSYNTHESIS OF NUCLEOTIDE-ACTIVATED GLYCERO-MANNO-HEPTOSE. INVOLVED IN TWO PATHWAYS, D-ALPHA-D PATHWAY [CATALYTIC ACTIVITY: D-GLYCERO-ALPHA-D-MANNO-HEPTOSE 1,7-BIPHOSPHATE = D-GLYCERO-ALPHA-D-MANNO-HEPTOSE 1-PHOSPHATE] AND L-BETA-D PATHWAY [C	gmhB	NP_214628.1	2.-.-.-	D-alpha,beta-D-heptose-1,7-biphosphate phosphatase	11	Rv0114
hddA	23331:55:00	NC_000962.gbk: CDS (640113442)	+	138513	139673	1161	886902		INVOLVED IN BIOSYNTHESIS OF NUCLEOTIDE-ACTIVATED GLYCERO-MANNO-HEPTOSE (D-ALPHA-D PATHWAY) [CATALYTIC ACTIVITY: D-GLYCERO-ALPHA,BETA-D-MANNO-HEPTOSE 7-PHOSPHATE + ATP = D-GLYCERO-ALPHA-D-MANNO-HEPTOSE 1,7-BIPHOSPHATE].	hddA	NP_214629.1	2.-.-.-	D-alpha-D-heptose-7-phosphate kinase	11	Rv0115
NC_000962.gbk: CDS	23331:56:00	NC_000962.gbk: CDS (640113442)	-	140267	141022	756	886900		UNKNOWN		NP_214630.1		hypothetical protein	11	Rv0116c
oxyS	23331:57:00	NC_000962.gbk: CDS (640113442)	+	141200	142144	945	886914	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	COULD EFFECT FUNCTIONS OF OXYR DURING EVOLUTION.	oxyS	NP_214631.1		oxidative stress response regulatory protein OXYS	11	Rv0117
oxcA	23331:58:00	NC_000962.gbk: CDS (640113442)	-	142128	143876	1749	886898	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN CATABOLISM OF OXALIC ACID [CATALYTIC ACTIVITY: Oxalyl-CoA = formyl-CoA + CO2].	oxcA	NP_214632.1	4.1.1.8	oxalyl-CoA decarboxylase	11	Rv0118c
fadD7	23331:59:00	NC_000962.gbk: CDS (640113442)	+	144049	145626	1578	886896	COORDINATES: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT INVOLVED IN LIPID DEGRADATION.	fadD7	NP_214633.1	2.3.1.86	acyl-CoA synthetase	11	Rv0119
fusA2	23332:00:00	NC_000962.gbk: CDS (640113442)	-	145627	147771	2145	886894	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRANSLATION MECHANISM. THIS PROTEIN MAY PROMOTE THE GTP-DEPENDENT TRANSLOCATION OF THE NASCENT PROTEIN CHAIN FROM THE A-SITE TO THE P-SITE OF THE RIBOSOME.	fusA2	NP_214634.1		elongation factor G	11	Rv0120c
NC_000962.gbk: CDS	23332:01:00	NC_000962.gbk: CDS (640113442)	-	147908	148342	435	886892	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214635.1		hypothetical protein	11	Rv0121c
NC_000962.gbk: CDS	23332:02:00	NC_000962.gbk: CDS (640113442)	+	148491	148859	369	886888		UNKNOWN		NP_214636.1		hypothetical protein	11	Rv0122
NC_000962.gbk: CDS	23332:03:00	NC_000962.gbk: CDS (640113442)	+	148856	149224	369	886887	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214637.1		hypothetical protein	11	Rv0123
PE_PGRS2	23332:04:00	NC_000962.gbk: CDS (640113442)	+	149533	150996	1464	886883		UNKNOWN	PE_PGRS2	YP_177693.1		PE-PGRS family protein	11	Rv0124
pepA	23332:05:00	NC_000962.gbk: CDS (640113442)	+	151148	152215	1068	886924	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; POSSIBLY HYDROLYZES PEPTIDES AND/OR PROTEINS (SEEMS TO CLEAVE PREFERENTIALLY AFTER SERINE RESIDUES).	pepA	NP_214639.1	3.4.21.-	serine protease PepA	11	Rv0125
treS	23332:06:00	NC_000962.gbk: CDS (640113442)	+	152324	154129	1806	886881	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TREHALOSE BIOSYNTHESIS (PROTECTIVE EFFECT). CONVERTS MALTOSE TO TREHALOSE. Mycobacteria can produce trehalose from glucose 6-phosphate and UDP-glucose (the OtsA-OtsB pathway) from glycogen-like alpha(1-->4)-linked glucose polymers (the TreY-Tr	treS	NP_214640.1	5.4.99.-	trehalose synthase TRES	11	Rv0126
NC_000962.gbk: CDS	23332:07:00	NC_000962.gbk: CDS (640113442)	+	154232	155599	1368	886880	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214641.1		hypothetical protein	11	Rv0127
NC_000962.gbk: CDS	23332:08:00	NC_000962.gbk: CDS (640113442)	+	155667	156446	780	886878		UNKNOWN		NP_214642.1		transmembrane protein	11	Rv0128
fbpC	23332:09:00	NC_000962.gbk: CDS (640113442)	-	156578	157600	1023	886885	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	PROTEINS OF THE ANTIGEN 85 COMPLEX ARE RESPONSIBLE FOR THE HIGH AFFINITY OF MYCOBACTERIA TO FIBRONECTIN. POSSESSES A MYCOLYLTRANSFERASE ACTIVITY REQUIRED FOR THE BIOGENESIS OF TREHALOSE DIMYCOLATE (CORD FACTOR), A DOMINANT STRUCTURE NECESSARY FOR MAINTAIN	fbpC	YP_177694.1	2.3.1.-	secreted antigen 85-C FbpC	11	Rv0129c
NC_000962.gbk: CDS	23332:10:00	NC_000962.gbk: CDS (640113442)	+	157847	158302	456	886876		UNKNOWN		NP_214644.1		hypothetical protein	11	Rv0130
fadE1	23332:11:00	NC_000962.gbk: CDS (640113442)	-	158315	159658	1344	886874	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT INVOLVED IN LIPID DEGRADATION.	fadE1	NP_214645.1	1.3.99.-	acyl-CoA dehydrogenase	11	Rv0131c
fgd2	23332:12:00	NC_000962.gbk: CDS (640113442)	-	159700	160782	1083	886877		CATALYZES OXIDATION OF GLUCOSE-6-PHOSPHATE TO 6-PHOSPHOGLUCONOLACTONE USING COENZYME F420 (AN *-HYDROXY-5-DEAZAFLAVIN DERIVATIVE) AS THE ELECTRON ACCEPTOR.	fgd2	NP_214646.1		F420-dependent glucose-6-phosphate dehydrogenase	11	Rv0132c
NC_000962.gbk: CDS	23332:13:00	NC_000962.gbk: CDS (640113442)	+	160869	161474	606	886873	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_214647.1	2.3.1.-	acetyltransferase	11	Rv0133
ephF	23332:14:00	NC_000962.gbk: CDS (640113442)	+	161771	162673	903	886871	COORDINATES: PNNL proteomics experiment - BioProject PRJNA66995	THOUGHT TO BE INVOLVED IN DETOXIFICATION REACTIONS FOLLOWING OXIDATIVE DAMAGE TO LIPIDS [CATALYTIC ACTIVITY: AN EPOXIDE + H(2)O = A GLYCOL].	ephF	NP_214648.1		epoxide hydrolase	11	Rv0134
NC_000962.gbk: CDS	23332:15:00	NC_000962.gbk: CDS (640113442)	-	162644	163249	606	886869		COULD BE INVOLVED IN TRANSCRIPTIONAL MECHANISM.		NP_214649.1		transcriptional regulatory protein	11	Rv0135c
cyp138	23332:16:00	NC_000962.gbk: CDS (640113442)	+	163366	164691	1326	886868	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	CYTOCHROMES P450 ARE A GROUP OF HEME-THIOLATE MONOOXYGENASES. THEY OXIDIZE A VARIETY OF STRUCTURALLY UNRELATED COMPOUNDS, INCLUDING STEROIDS, FATTY ACIDS, AND XENOBIOTICS.	cyp138	NP_214650.1	1.14.-.-	cytochrome P450 138	11	Rv0136
msrA	23332:17:00	NC_000962.gbk: CDS (640113442)	-	164712	165260	549	886865	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	HAS AN IMPORTANT FUNCTION AS A REPAIR ENZYME FOR PROTEINS THAT HAVE BEEN INACTIVATED BY OXIDATION. CATALYZES THE REVERSIBLE OXIDATION-REDUCTION OF METHIONINE SULFOXIDE IN PROTEINS TO METHIONINE [CATALYTIC ACTIVITY: Protein L-methionine + oxidized thioredo	msrA	NP_214651.1	1.8.4.11	methionine sulfoxide reductase A	11	Rv0137c
NC_000962.gbk: CDS	23332:18:00	NC_000962.gbk: CDS (640113442)	+	165323	165826	504	886863	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214652.1		hypothetical protein	11	Rv0138
NC_000962.gbk: CDS	23332:19:00	NC_000962.gbk: CDS (640113442)	+	165827	166849	1023	886860	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_214653.1		oxidoreductase	11	Rv0139
NC_000962.gbk: CDS	23332:20:00	NC_000962.gbk: CDS (640113442)	+	166910	167290	381	886859		UNKNOWN		NP_214654.1		hypothetical protein	11	Rv0140
NC_000962.gbk: CDS	23332:21:00	NC_000962.gbk: CDS (640113442)	-	167271	167681	411	886872	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214655.1		hypothetical protein	11	Rv0141c
NC_000962.gbk: CDS	23332:22:00	NC_000962.gbk: CDS (640113442)	+	167711	168637	927	886858		UNKNOWN		NP_214656.1		hypothetical protein	11	Rv0142
NC_000962.gbk: CDS	23332:23:00	NC_000962.gbk: CDS (640113442)	-	168704	170182	1479	886856		UNKNOWN; POSSIBLY ION CHANNEL INVOLVED IN TRANSPORT OF CHLORIDE ACROSS THE MEMBRANE.		NP_214657.1		transmembrane protein	11	Rv0143c
NC_000962.gbk: CDS	23332:24:00	NC_000962.gbk: CDS (640113442)	+	170284	171126	843	886854	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRANSCRIPTIONAL MECHANISM.		NP_214658.1		TetR family transcriptional regulator	11	Rv0144
NC_000962.gbk: CDS	23332:25:00	NC_000962.gbk: CDS (640113442)	+	171215	172168	954	886851	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214659.1		hypothetical protein	11	Rv0145
NC_000962.gbk: CDS	23332:26:00	NC_000962.gbk: CDS (640113442)	+	172211	173143	933	886849	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214660.1		hypothetical protein	11	Rv0146
NC_000962.gbk: CDS	23332:27:00	NC_000962.gbk: CDS (640113442)	+	173238	174758	1521	886847	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM [CATALYTIC ACTIVITY: An aldehyde + NAD+ + H2O = an acid + NADH].		NP_214661.1	1.2.1.-	aldehyde dehydrogenase	11	Rv0147
NC_000962.gbk: CDS	23332:28:00	NC_000962.gbk: CDS (640113442)	+	174833	175693	861	886845	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; POSSIBLY INVOLVED IN CELLULAR METABOLISM.		NP_214662.1		short-chain type dehydrogenase/reductase	11	Rv0148
NC_000962.gbk: CDS	23332:29:00	NC_000962.gbk: CDS (640113442)	+	175700	176668	969	886843	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	POSSIBLY BINDS NADP AND ACTS THROUGH A ONE-ELECTRON TRANSFER PROCESS. QUINONES ARE SUPPOSED TO BE THE BEST SUBSTRATES. MAY ACT IN THE DETOXIFICATION OF XENOBIOTICS [CATALYTIC ACTIVITY: NADPH + quinone = NADP+ + semiquinone]		NP_214663.1	1.6.5.-	quinone oxidoreductase	11	Rv0149
NC_000962.gbk: CDS	23332:30:00	NC_000962.gbk: CDS (640113442)	-	176665	176952	288	886840		UNKNOWN		NP_214664.1		hypothetical protein	11	Rv0150c
PE1	23332:31:00	NC_000962.gbk: CDS (640113442)	-	177543	179309	1767	886857		UNKNOWN	PE1	YP_177695.1		PE family protein	11	Rv0151c
PE2	23332:32:00	NC_000962.gbk: CDS (640113442)	-	179319	180896	1578	886838		UNKNOWN	PE2	YP_177696.1		PE family protein	11	Rv0152c
ptbB	23332:33:00	NC_000962.gbk: CDS (640113442)	-	181155	181985	831	886842	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN SIGNAL TRANSDUCTION (VIA DEPHOSPHORYLATION). CAN DEPHOSPHORYLATED IN VITRO THE PHOSPHOTYROSINE RESIDUE OF MYELIN BASIC PROTEIN (MBP) AT pH 7.0. COULD BE INVOLVED IN VIRULENCE BY INTERFERING WITH PHOSPHOTYROSINE-MEDIATED SIGNALS IN MACROPHAGES	ptbB	NP_214667.1	3.1.3.48	phosphotyrosine protein phosphatase	11	Rv0153c
fadE2	23332:34:00	NC_000962.gbk: CDS (640113442)	-	181987	183198	1212	886836	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT INVOLVED IN LIPID DEGRADATION.	fadE2	NP_214668.1	1.3.99.-	acyl-CoA dehydrogenase	11	Rv0154c
pntAa	23332:35:00	NC_000962.gbk: CDS (640113442)	+	183622	184722	1101	886832	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THE TRANSHYDROGENATION BETWEEN NADH AND NADP IS COUPLED TO RESPIRATION AND ATP HYDROLYSIS AND FUNCTIONS AS A PROTON PUMP ACROSS THE MEMBRANE [CATALYTIC ACTIVITY: NADPH + NAD+ = NADP+ + NADH].	pntAa	NP_214669.1	1.6.1.2	NAD(P) transhydrogenase subunit alpha	11	Rv0155
pntAb	23332:36:00	NC_000962.gbk: CDS (640113442)	+	184723	185055	333	886890		THE TRANSHYDROGENATION BETWEEN NADH AND NADP IS COUPLED TO RESPIRATION AND ATP HYDROLYSIS AND FUNCTIONS AS A PROTON PUMP ACROSS THE MEMBRANE [CATALYTIC ACTIVITY: NADPH + NAD+ = NADP+ + NADH].	pntAb	NP_214670.1		NAD(P) transhydrogenase subunit alpha	11	Rv0156
pntB	23332:37:00	NC_000962.gbk: CDS (640113442)	+	185052	186479	1428	886830	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THE TRANSHYDROGENATION BETWEEN NADH AND NADP IS COUPLED TO RESPIRATION AND ATP HYDROLYSIS AND FUNCTIONS AS A PROTON PUMP ACROSS THE MEMBRANE [CATALYTIC ACTIVITY: NADPH + NAD+ = NADP+ + NADH].	pntB	NP_214671.1	1.6.1.1	NAD(P) transhydrogenase subunit beta	11	Rv0157
NC_000962.gbk: CDS	23332:38:00	NC_000962.gbk: CDS (640113442)	+	186785	187429	645	886828		INVOLVED IN TRANSCRIPTIONAL MECHANISM.		NP_214672.1		TetR family transcriptional regulator	11	Rv0158
PE3	23332:39:00	NC_000962.gbk: CDS (640113442)	-	187433	188839	1407	886826		UNKNOWN	PE3	YP_177697.1		PE family protein	11	Rv0159c
PE4	23332:40:00	NC_000962.gbk: CDS (640113442)	-	188931	190439	1509	886825		UNKNOWN	PE4	YP_177698.1		PE family protein	11	Rv0160c
NC_000962.gbk: CDS	23332:41:00	NC_000962.gbk: CDS (640113442)	+	190607	191956	1350	886835	COORDINATES: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_214675.1		oxidoreductase	11	Rv0161
adhE1	23332:42:00	NC_000962.gbk: CDS (640113442)	-	191984	193135	1152	886824	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	DEHYDROGENESES A ALCOHOL (OXIDO-REDUCTION) [CATALYTIC ACTIVITY: An alcohol + NAD+ = an aldehyde or ketone + NADH].	adhE1	YP_177699.1	1.1.1.1	zinc-type alcohol dehydrogenase E subunit	11	Rv0162c
NC_000962.gbk: CDS	23332:43:00	NC_000962.gbk: CDS (640113442)	+	193117	193572	456	886821		UNKNOWN		NP_214677.1		hypothetical protein	11	Rv0163
TB18.5	23332:44:00	NC_000962.gbk: CDS (640113442)	+	193626	194111	486	886267	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN	TB18.5	YP_177617.1		hypothetical protein	11	Rv0164
NC_000962.gbk: CDS	23332:45:00	NC_000962.gbk: CDS (640113442)	-	194144	194938	795	886818		POSSIBLY INVOLVED IN TRANSCRIPTIONAL MECHANISM.		YP_177700.1		GntR family transcriptional regulator	11	Rv0165c
fadD5	23332:46:00	NC_000962.gbk: CDS (640113442)	+	194993	196657	1665	886822	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT INVOLVED IN LIPID DEGRADATION.	fadD5	NP_214680.1	2.3.1.86	long-chain-fatty-acid--CoA ligase	11	Rv0166
yrbE1A	23332:47:00	NC_000962.gbk: CDS (640113442)	+	196861	197658	798	886816		UNKNOWN	yrbE1A	NP_214681.1		hypothetical protein	11	Rv0167
yrbE1B	23332:48:00	NC_000962.gbk: CDS (640113442)	+	197660	198529	870	886812		UNKNOWN	yrbE1B	NP_214682.1		hypothetical protein	11	Rv0168
mce1A	23332:49:00	NC_000962.gbk: CDS (640113442)	+	198534	199898	1365	886823	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT THOUGHT TO BE INVOLVED IN HOST CELL INVASION (ENTRY AND SURVIVAL INSIDE MACROPHAGES).	mce1A	YP_177701.1		MCE-family protein MCE1A	11	Rv0169
mce1B	23332:50:00	NC_000962.gbk: CDS (640113442)	+	199895	200935	1041	886810	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT THOUGHT TO BE INVOLVED IN HOST CELL INVASION.	mce1B	NP_214684.1		MCE-family protein MCE1B	11	Rv0170
mce1C	23332:51:00	NC_000962.gbk: CDS (640113442)	+	200932	202479	1548	886808	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT THOUGHT TO BE INVOLVED IN HOST CELL INVASION.	mce1C	NP_214685.1		MCE-family protein MCE1C	11	Rv0171
mce1D	23332:52:00	NC_000962.gbk: CDS (640113442)	+	202476	204068	1593	886807	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT THOUGHT TO BE INVOLVED IN HOST CELL INVASION.	mce1D	NP_214686.1		MCE-family protein MCE1D	11	Rv0172
lprK	23332:53:00	NC_000962.gbk: CDS (640113442)	+	204065	205237	1173	886804	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT THOUGHT TO BE INVOLVED IN HOST CELL INVASION.	lprK	NP_214687.1		MCE-family lipoprotein LprK	11	Rv0173
mce1F	23332:54:00	NC_000962.gbk: CDS (640113442)	+	205231	206778	1548	886820	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT THOUGHT INVOLVED IN HOST CELL INVASION.	mce1F	NP_214688.1		MCE-family protein MCE1F	11	Rv0174
NC_000962.gbk: CDS	23332:55:00	NC_000962.gbk: CDS (640113442)	+	206748	207455	708	886801	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214689.2		mce associated membrane protein	11	Rv0175
NC_000962.gbk: CDS	23332:56:00	NC_000962.gbk: CDS (640113442)	+	207452	208420	969	886799	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214690.1		mce associated transmembrane protein	11	Rv0176
NC_000962.gbk: CDS	23332:57:00	NC_000962.gbk: CDS (640113442)	+	208417	208971	555	886795	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214691.1		MCE associated protein	11	Rv0177
NC_000962.gbk: CDS	23332:58:00	NC_000962.gbk: CDS (640113442)	+	208938	209672	735	886814	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214692.1		mce associated membrane protein	11	Rv0178
lprO	23332:59:00	NC_000962.gbk: CDS (640113442)	-	209703	210812	1110	886796	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN	lprO	NP_214693.1		lipoprotein LprO	11	Rv0179c
NC_000962.gbk: CDS	23333:00:00	NC_000962.gbk: CDS (640113442)	-	210892	212250	1359	886792	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214694.1		transmembrane protein	11	Rv0180c
NC_000962.gbk: CDS	23333:01:00	NC_000962.gbk: CDS (640113442)	-	212277	213011	735	886788	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_214695.1		hypothetical protein	11	Rv0181c
