Genome	Accession	Locus Tag	RefSeq Locus Tag	Annotation	Feature Type	Start	End	Length	Strand	Protein ID	AA Length	Gene Symbol	Product	Pseudo Gene	Bound Moiety	AntiCodon	
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0076	Rv0067c	PATRIC	CDS	74629	75141	513	-		170		Transcriptional regulator, TetR family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0077	Rv0068	PATRIC	CDS	75301	76212	912	+		303		Oxidoreductase/Short-chain dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0078	Rv0069c	PATRIC	CDS	76237	77622	1386	-		461	sdaA	L-serine dehydratase (EC 4.3.1.17)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0079	Rv0070c	PATRIC	CDS	77619	78896	1278	-		425	glyA	Serine hydroxymethyltransferase (EC 2.1.2.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0080		PATRIC	CDS	78896	79045	150	-		49		FIG00823933: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0081	Rv0071	PATRIC	CDS	79486	80193	708	+		235		Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0082		PATRIC	CDS	80425	80550	126	-		41		FIG00825540: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0083	Rv0072	PATRIC	CDS	80624	81673	1050	+		349		Glutamine-transport transmembrane protein ABC transporter				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0084	Rv0073	PATRIC	CDS	81676	82668	993	+		330		Glutamine-transport ATP-binding protein ABC transporter				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0085	Rv0074	PATRIC	CDS	82748	83983	1236	+		411		Xaa-Pro dipeptidase (EC 3.4.13.9)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0086	Rv0075	PATRIC	CDS	83996	85168	1173	+		390		Cystathionine beta-lyase, type II (EC 4.4.1.8)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0087	Rv0076c	PATRIC	CDS	85183	85407	225	-		74		PROBABLE MEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0088	Rv0077c	PATRIC	CDS	85636	86394	759	-		252		Oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0089	Rv0078	PATRIC	CDS	86528	87133	606	+		201		Transcriptional regulator, TetR family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0090	Rv0078A	PATRIC	CDS	87208	87792	585	-		194		FIG00822098: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0091	Rv0079	PATRIC	CDS	88204	89025	822	+		273		FIG00820894: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0092	Rv0080	PATRIC	CDS	89022	89480	459	+		152		FIG033054: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0093	Rv0081	PATRIC	CDS	89575	89919	345	+		114		transcriptional regulator, ArsR family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0094	Rv0082	PATRIC	CDS	89924	90403	480	+		159		Formate hydrogenlyase subunit 11				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0095	Rv0083	PATRIC	CDS	90400	92322	1923	+		640		Hydrogenase-4 component B (EC 1.-.-.-) / Formate hydrogenlyase subunit 3				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0096	Rv0084	PATRIC	CDS	92319	93278	960	+		319	hycD	Formate hydrogenlyase subunit 4				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0097	Rv0085	PATRIC	CDS	93289	93951	663	+		220	hycP	Hydrogenase-4 component E (EC 1.-.-.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0098	Rv0086	PATRIC	CDS	93951	95417	1467	+		488	hycQ	Hydrogenase-4 component F (EC 1.-.-.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0099	Rv0087	PATRIC	CDS	95837	96892	1056	+		351	hycE	Formate hydrogenlyase subunit 5				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0100	Rv0088	PATRIC	CDS	97023	97601	579	+		192		FIG00821781: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0101		PATRIC	CDS	97638	97766	129	-		42		FIG00821431: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0102	Rv0089	PATRIC	CDS	97758	98351	594	+		197		Methyltransferase/methylase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0103	Rv0090	PATRIC	CDS	98480	99250	771	+		256		Possible membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0104	Rv0091	PATRIC	CDS	99684	100451	768	+		255	mtn	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) / S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0105	Rv0092	PATRIC	CDS	100718	102868	2151	+		716	ctpA	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0106	Rv0093c	PATRIC	CDS	102815	103663	849	-		282		Possible membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0107	Rv0094c	PATRIC	CDS	103710	104663	954	-		317		Partial REP13E12 repeat protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0108		PATRIC	CDS	104656	104808	153	+		50		FIG00821345: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0109	Rv0095c	PATRIC	CDS	104805	105101	297	-		98		Partial REP13E12 repeat protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0110	Rv0096	PATRIC	CDS	105324	106715	1392	+		463	PPE1	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0111	Rv0097	PATRIC	CDS	106734	107603	870	+		289		Oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0112	Rv0098	PATRIC	CDS	107633	108151	519	+		172		FIG00822555: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0113	Rv0099	PATRIC	CDS	108180	109778	1599	+		532	fadD10	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0114	Rv0100	PATRIC	CDS	109771	110019	249	+		82		FIG024827: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0115	Rv0101	PATRIC	CDS	110001	117539	7539	+		2512	nrp	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0116	Rv0102	PATRIC	CDS	117777	119699	1923	+		640		Cytochrome c oxidase caa3-type, assembly factor CtaG-related protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0117	Rv0103c	PATRIC	CDS	119915	122158	2244	-		747	ctpB	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0118	Rv0104	PATRIC	CDS	122344	123831	1488	+		495		FIG00823331: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0119	Rv0105c	PATRIC	CDS	123980	124264	285	-		94	rpmB	LSU ribosomal protein L28p				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0120	Rv0106	PATRIC	CDS	124386	125570	1185	+		394		Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0121	Rv0107c	PATRIC	CDS	125643	130541	4899	-		1632	ctpI	Probable cation-transporting ATPase I (EC 3.6.3.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0122	Rv0108c	PATRIC	CDS	130895	131137	243	-		80		FIG00821282: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0123	Rv0109	PATRIC	CDS	131382	132872	1491	+		496	PE_PGRS1	PE-PGRS FAMILY PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0124	Rv0110	PATRIC	CDS	133131	133769	639	+		212		FIG056164: rhomboid family serine protease				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0125	Rv0111	PATRIC	CDS	133992	136007	2016	+		671		Transmembrane acyltransferase (EC:2.3.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0126	Rv0112	PATRIC	CDS	136289	137245	957	+		318	gca	GDP-mannose 4,6 dehydratase (EC 4.2.1.47)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0127	Rv0113	PATRIC	CDS	137319	137909	591	+		196	gmhA	Phosphoheptose isomerase (EC 5.3.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0128		PATRIC	CDS	138082	138375	294	-		97		FIG00820450: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0129	Rv0115	PATRIC	CDS	138513	139673	1161	+		386	hddA	D,D-heptose 7-phosphate kinase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0130		PATRIC	CDS	139956	140144	189	+		62		FIG00821503: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0131	Rv0116c	PATRIC	CDS	140267	141022	756	-		251		Possible membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0132	Rv0117	PATRIC	CDS	141200	142144	945	+		314	oxyS	Hydrogen peroxide-inducible genes activator				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0133	Rv0118c	PATRIC	CDS	142128	143846	1719	-		572	oxcA	Oxalyl-CoA decarboxylase (EC 4.1.1.8)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0134	Rv0119	PATRIC	CDS	143998	145626	1629	+		542	fadD7	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0135	Rv0120c	PATRIC	CDS	145627	147771	2145	-		714	fusA2	Translation elongation factor G-related protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0136	Rv0121c	PATRIC	CDS	147908	148342	435	-		144		PPOX class F420-dependent enzyme				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0137		PATRIC	CDS	148452	148871	420	-		139		FIG00820242: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0139	Rv0123	PATRIC	CDS	148856	149224	369	+		122		DNA-binding protein, CopG family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0140		PATRIC	CDS	149305	149472	168	-		55		FIG00824260: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0141	Rv0124	PATRIC	CDS	149533	150996	1464	+		487	PE_PGRS2	PE-PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0142	Rv0125	PATRIC	CDS	151148	152215	1068	+		355	pepA	Serine protease PepA				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0143	Rv0126	PATRIC	CDS	152324	154129	1806	+		601	treS	Trehalose synthase (EC 5.4.99.16)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0144	Rv0127	PATRIC	CDS	154232	155599	1368	+		455		Uncharacterized protein, probably involved in trehalose biosynthesis [Carbohydrate transport and metabolism]				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0145	Rv0128	PATRIC	CDS	155667	156446	780	+		259		Possible membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0146		PATRIC	CDS	156511	156624	114	+		37		FIG00820561: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0147	Rv0129c	PATRIC	CDS	156578	157600	1023	-		340	fbpC	Antigen 85-C precursor (85C) (Antigen 85 complex C) (Ag85C) (Mycolyl transferase 85C) (EC 2.3.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0148		PATRIC	CDS	157681	157806	126	-		41		FIG00820382: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0149	Rv0130	PATRIC	CDS	157847	158302	456	+		151		Probable enoyl-CoA hydratase 1 (EC 4.2.1.17)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0150	Rv0131c	PATRIC	CDS	158315	159652	1338	-		445	fadE1	PROBABLE ACYL-CoA DEHYDROGENASE FADE1 (EC 1.3.99.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0151	Rv0132c	PATRIC	CDS	159700	160782	1083	-		360	fgd2	F420-dependent glucose-6-phosphate dehydrogenase Fgd3				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0152	Rv0133	PATRIC	CDS	160869	161474	606	+		201		Histone acetyltransferase HPA2 and related acetyltransferases				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0153	Rv0134	PATRIC	CDS	161771	162673	903	+		300	ephF	epoxide hydrolase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0154	Rv0135c	PATRIC	CDS	162644	163249	606	-		201		Transcriptional regulator, TetR family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0155	Rv0136	PATRIC	CDS	163366	164691	1326	+		441	cyp138	Cytochrome P450 138				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0156	Rv0137c	PATRIC	CDS	164712	165260	549	-		182	msrA	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0157	Rv0138	PATRIC	CDS	165323	165826	504	+		167		FIG00821695: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0158	Rv0139	PATRIC	CDS	165827	166849	1023	+		340		Dihydroflavonol-4-reductase (EC 1.1.1.219)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0159	Rv0140	PATRIC	CDS	166910	167290	381	+		126		FIG00822464: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0160	Rv0141c	PATRIC	CDS	167271	167681	411	-		136		FIG00820093: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0161	Rv0142	PATRIC	CDS	167726	168637	912	+		303		FIG00822261: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0162	Rv0143c	PATRIC	CDS	168704	170182	1479	-		492		Chloride channel protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0163		PATRIC	CDS	170200	170358	159	-		52		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0164	Rv0144	PATRIC	CDS	170482	171126	645	+		214		Transcriptional regulator, TetR family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0165	Rv0145	PATRIC	CDS	171215	172168	954	+		317		FIG00823034: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0166	Rv0146	PATRIC	CDS	172211	173143	933	+		310		FIG00823034: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0167	Rv0147	PATRIC	CDS	173238	174758	1521	+		506		Aldehyde dehydrogenase (EC 1.2.1.3)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0168	Rv0148	PATRIC	CDS	174833	175693	861	+		286		Short-chain dehydrogenase/reductase SDR				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0169	Rv0149	PATRIC	CDS	175700	176668	969	+		322		Quinone oxidoreductase (EC 1.6.5.5)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0170	Rv0150c	PATRIC	CDS	176665	176988	324	-		107		FIG00820781: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0171		PATRIC	CDS	177388	177513	126	+		41		FIG00819975: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0172	Rv0151c	PATRIC	CDS	177543	179225	1683	-		560	PE1	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0173	Rv0152c	PATRIC	CDS	179319	180791	1473	-		490	PE2	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0174		PATRIC	CDS	180805	181029	225	-		74		PE FAMILY PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0175	Rv0153c	PATRIC	CDS	181155	181985	831	-		276	ptbB	Protein tyrosine phosphatase (EC 3.1.3.48)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0176	Rv0154c	PATRIC	CDS	181987	183210	1224	-		407	fadE2	Butyryl-CoA dehydrogenase (EC 1.3.99.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0177		PATRIC	CDS	183415	183561	147	+		48		FIG00823495: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0178	Rv0155	PATRIC	CDS	183622	184722	1101	+		366	pntAa	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0179	Rv0156	PATRIC	CDS	184723	185055	333	+		110	pntAb	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0180	Rv0157	PATRIC	CDS	185052	186479	1428	+		475	pntB	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0181		PATRIC	CDS	186495	186620	126	-		41		FIG00821071: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0182	Rv0158	PATRIC	CDS	186785	187429	645	+		214		Transcriptional regulator, TetR family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0183	Rv0159c	PATRIC	CDS	187433	188839	1407	-		468	PE3	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0184	Rv0160c	PATRIC	CDS	188931	190439	1509	-		502	PE4	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0185	Rv0161	PATRIC	CDS	190583	191956	1374	+		457		putative oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0186	Rv0162c	PATRIC	CDS	191984	193135	1152	-		383	adhE1	Alcohol dehydrogenase (EC 1.1.1.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0187	Rv0163	PATRIC	CDS	193117	193572	456	+		151		putative 4-hydroxybenzoyl-CoA thioesterase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0188	Rv0164	PATRIC	CDS	193671	194111	441	+		146	TB18.5	FIG00820956: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0189	Rv0165c	PATRIC	CDS	194144	194758	615	-		204		Predicted regulator PutR for proline utilization, GntR family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0190	Rv0166	PATRIC	CDS	194993	196657	1665	+		554	fadD5	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0191	Rv0167	PATRIC	CDS	196861	197658	798	+		265	yrbE1A	Conserved hypothetical integral membrane protein YrbE1A				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0192	Rv0168	PATRIC	CDS	197633	198529	897	+		298	yrbE1B	Conserved hypothetical integral membrane protein YrbE1B				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0193	Rv0169	PATRIC	CDS	198534	199898	1365	+		454	mce1A	MCE-family protein Mce1A				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0194	Rv0170	PATRIC	CDS	199895	200935	1041	+		346	mce1B	MCE-family protein Mce1B				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0195	Rv0171	PATRIC	CDS	200974	202479	1506	+		501	mce1C	MCE-family protein Mce1C				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0196	Rv0172	PATRIC	CDS	202476	204068	1593	+		530	mce1D	MCE-family protein Mce1D				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0197	Rv0173	PATRIC	CDS	204065	205237	1173	+		390	lprK	MCE-family lipoprotein LprK (MCE-family lipoprotein Mce1e)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0198	Rv0174	PATRIC	CDS	205231	206778	1548	+		515	mce1F	MCE-family protein Mce1F				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0199	Rv0175	PATRIC	CDS	206814	207455	642	+		213		FIG033430: Probable conserved MCE associated membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0200	Rv0176	PATRIC	CDS	207458	208420	963	+		320		FIG033285: Conserved MCE associated transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0201	Rv0177	PATRIC	CDS	208636	208971	336	+		111		FIG034772: Probable conserved MCE associated protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0202	Rv0178	PATRIC	CDS	208938	209672	735	+		244		FIG030769: Probable conserved MCE associated membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0203	Rv0179c	PATRIC	CDS	209703	210812	1110	-		369	lprO	Possible lipoprotein LprO				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0204	Rv0180c	PATRIC	CDS	210892	212250	1359	-		452		Possible membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0205	Rv0181c	PATRIC	CDS	212277	213011	735	-		244		Pirin-like protein Rv0181c/MT0192				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0206	Rv0182c	PATRIC	CDS	213028	214026	999	-		332	sigG	RNA polymerase factor sigma-70				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0207	Rv0183	PATRIC	CDS	214088	214927	840	+		279		Monoglyceride lipase (EC 3.1.1.23)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0208	Rv0184	PATRIC	CDS	214969	215718	750	+		249		FIG00819976: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0209	Rv0185	PATRIC	CDS	215715	216224	510	+		169		FIG00820103: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0210	Rv0186	PATRIC	CDS	216269	218344	2076	+		691	bglS	Beta-glucosidase (EC 3.2.1.21)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0211		PATRIC	CDS	218390	218536	147	-		48		FIG00821308: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0212	Rv0187	PATRIC	CDS	218705	219367	663	+		220		O-methyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0213	Rv0188	PATRIC	CDS	219525	219917	393	+		130		PROBABLE CONSERVED TRANSMEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0214	Rv0189c	PATRIC	CDS	219996	221723	1728	-		575	ilvD	Dihydroxy-acid dehydratase (EC 4.2.1.9)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0215	Rv0190	PATRIC	CDS	221871	222161	291	+		96		FIG00820970: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0216	Rv0191	PATRIC	CDS	222289	223530	1242	+		413		Integral membrane protein, sugar transporter				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0217	Rv0192	PATRIC	CDS	223798	224664	867	+		288		YkuD domain-containing hypothetical lipoprotein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0218	Rv0193c	PATRIC	CDS	224724	226550	1827	-		608		FIG00821418: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0219		PATRIC	CDS	226700	226819	120	+		39		FIG00822495: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0220	Rv0194	PATRIC	CDS	226878	230462	3585	+		1194		ATP binding cassette (ABC) transporter homolog				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0221		PATRIC	CDS	230466	230594	129	-		42		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_0222	Rv0195	PATRIC	CDS	230836	231534	699	+		232		Transcriptional regulator, LuxR family				
